Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [ 16  32  32 512 512] (5,)
validation set =  100000
training @ iter =  90400 , cost =  0.00188216636889
training @ iter =  90500 , cost =  0.012684173882
training @ iter =  90600 , cost =  0.0266856439412
training @ iter =  90700 , cost =  0.0132640628144
training @ iter =  90800 , cost =  0.0578131191432
training @ iter =  90900 , cost =  0.110865488648
training @ iter =  91000 , cost =  0.034586340189
training @ iter =  91100 , cost =  0.0254533980042
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  91200 , cost =  0.00350404088385
training @ iter =  91300 , cost =  0.0316757410765
training @ iter =  91400 , cost =  0.014850446023
training @ iter =  91500 , cost =  0.000842822657432
training @ iter =  91600 , cost =  0.0447584614158
training @ iter =  91700 , cost =  0.0109608499333
training @ iter =  91800 , cost =  0.0443887412548
training @ iter =  91900 , cost =  0.00303309271112
--> train minibatch error =  0.12
-->  17 40700 chunk_27_50000.pkl
iter  91999  validation
epoch 4, iter 92000, validation error 0.886000 %
epoch 4, iter 92000, train minibatch error 4.000000 %
epoch 4, iter 92000, train buffer error 1.700000 %
training @ iter =  92000 , cost =  0.00395987043157
training @ iter =  92100 , cost =  0.0257248654962
training @ iter =  92200 , cost =  0.00234418711625
training @ iter =  92300 , cost =  0.0217650812119
training @ iter =  92400 , cost =  0.112725436687
training @ iter =  92500 , cost =  0.172776177526
training @ iter =  92600 , cost =  0.0118512650952
training @ iter =  92700 , cost =  0.0853945314884
training @ iter =  92800 , cost =  0.00527223013341
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  92900 , cost =  0.088755056262
training @ iter =  93000 , cost =  0.00198520510457
--> train minibatch error =  0.14
-->  19 8950 chunk_4_50000.pkl
training @ iter =  93100 , cost =  0.0873777791858
training @ iter =  93200 , cost =  0.00152312917635
training @ iter =  93300 , cost =  0.00248601613566
training @ iter =  93400 , cost =  0.00522103114054
--> train minibatch error =  0.12
-->  19 28650 chunk_4_50000.pkl
training @ iter =  93500 , cost =  0.080439530313
training @ iter =  93600 , cost =  0.00521015562117
training @ iter =  93700 , cost =  0.00187121739145
--> train minibatch error =  0.12
-->  19 41400 chunk_4_50000.pkl
training @ iter =  93800 , cost =  0.00339177879505
training @ iter =  93900 , cost =  0.00274738902226
iter  93999  validation
epoch 4, iter 94000, validation error 0.823000 %
epoch 4, iter 94000, train minibatch error 2.000000 %
epoch 4, iter 94000, train buffer error 1.300000 %
patience =  187998 0.99 187998
training @ iter =  94000 , cost =  0.0327127203345
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.12
-->  20 5950 chunk_5_50000.pkl
training @ iter =  94100 , cost =  0.00348060857505
training @ iter =  94200 , cost =  0.0466926060617
training @ iter =  94300 , cost =  0.00708315894008
training @ iter =  94400 , cost =  0.0128817399964
training @ iter =  94500 , cost =  0.00725796446204
training @ iter =  94600 , cost =  0.0306807104498
training @ iter =  94700 , cost =  0.0745463296771
training @ iter =  94800 , cost =  0.00273784250021
training @ iter =  94900 , cost =  0.118623778224
training @ iter =  95000 , cost =  0.0173575989902
training @ iter =  95100 , cost =  0.0504813492298
training @ iter =  95200 , cost =  0.0428715124726
training @ iter =  95300 , cost =  0.0446456000209
--> train minibatch error =  0.12
-->  21 24300 chunk_6_50000.pkl
training @ iter =  95400 , cost =  0.00769359245896
training @ iter =  95500 , cost =  0.0728819146752
training @ iter =  95600 , cost =  0.00531559530646
training @ iter =  95700 , cost =  0.00822778325528
training @ iter =  95800 , cost =  0.0132559295744
training @ iter =  95900 , cost =  0.00567632680759
iter  95999  validation
epoch 4, iter 96000, validation error 0.814000 %
epoch 4, iter 96000, train minibatch error 0.000000 %
epoch 4, iter 96000, train buffer error 1.000000 %
patience =  191998 0.99 191998
training @ iter =  96000 , cost =  0.00767477042973
training @ iter =  96100 , cost =  0.0566591583192
training @ iter =  96200 , cost =  0.0284217279404
training @ iter =  96300 , cost =  0.00333626451902
training @ iter =  96400 , cost =  0.0478728823364
training @ iter =  96500 , cost =  0.0174753181636
training @ iter =  96600 , cost =  0.0230039469898
training @ iter =  96700 , cost =  0.00751270074397
training @ iter =  96800 , cost =  0.00070284830872
training @ iter =  96900 , cost =  0.011637092568
training @ iter =  97000 , cost =  0.00898346304893
training @ iter =  97100 , cost =  0.00463998271152
training @ iter =  97200 , cost =  0.0101756695658
training @ iter =  97300 , cost =  0.148207440972
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
training @ iter =  97400 , cost =  0.0164488572627
--> train minibatch error =  0.14
-->  23 25850 chunk_8_50000.pkl
training @ iter =  97500 , cost =  0.00882060732692
--> train minibatch error =  0.14
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32100 chunk_8_50000.pkl
training @ iter =  97600 , cost =  0.0442367047071
training @ iter =  97700 , cost =  0.00214889948256
training @ iter =  97800 , cost =  0.0529375076294
--> train minibatch error =  0.12
-->  24 150 chunk_9_50000.pkl
training @ iter =  97900 , cost =  0.0270936731249
iter  97999  validation
epoch 4, iter 98000, validation error 0.845000 %
epoch 4, iter 98000, train minibatch error 2.000000 %
epoch 4, iter 98000, train buffer error 1.500000 %
training @ iter =  98000 , cost =  0.0146948127076
training @ iter =  98100 , cost =  0.0160150900483
training @ iter =  98200 , cost =  0.00453199446201
training @ iter =  98300 , cost =  0.0455945283175
training @ iter =  98400 , cost =  0.0546237379313
training @ iter =  98500 , cost =  0.0022129972931
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.3
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.36
-->  24 34850 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 34900 chunk_9_50000.pkl
training @ iter =  98600 , cost =  0.00202281959355
training @ iter =  98700 , cost =  0.161657810211
training @ iter =  98800 , cost =  0.00754649378359
training @ iter =  98900 , cost =  0.00394683890045
training @ iter =  99000 , cost =  0.0145319988951
training @ iter =  99100 , cost =  0.00917515996844
training @ iter =  99200 , cost =  0.0451680794358
training @ iter =  99300 , cost =  0.00515931472182
training @ iter =  99400 , cost =  0.00774114625528
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  99500 , cost =  0.0026945695281
training @ iter =  99600 , cost =  0.150188803673
training @ iter =  99700 , cost =  0.00630222866312
training @ iter =  99800 , cost =  0.00773678161204
training @ iter =  99900 , cost =  0.00491014355794
Learning rate:  0.0025
iter  99999  validation
epoch 5, iter 100000, validation error 0.841000 %
epoch 5, iter 100000, train minibatch error 4.000000 %
epoch 5, iter 100000, train buffer error 0.800000 %
training @ iter =  100000 , cost =  0.114351682365
training @ iter =  100100 , cost =  0.0524081215262
training @ iter =  100200 , cost =  0.0160235594958
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  100300 , cost =  0.00382041395642
training @ iter =  100400 , cost =  0.00270215561613
training @ iter =  100500 , cost =  0.0131442211568
training @ iter =  100600 , cost =  0.125390097499
training @ iter =  100700 , cost =  0.00110913289245
training @ iter =  100800 , cost =  0.0138079272583
training @ iter =  100900 , cost =  0.00156372936908
training @ iter =  101000 , cost =  0.0493278466165
--> train minibatch error =  0.14
-->  2 6500 chunk_12_50000.pkl
training @ iter =  101100 , cost =  0.0109976604581
training @ iter =  101200 , cost =  0.00844956003129
training @ iter =  101300 , cost =  0.10851483047
training @ iter =  101400 , cost =  0.00216129701585
training @ iter =  101500 , cost =  0.0219001751393
training @ iter =  101600 , cost =  0.00204678857699
training @ iter =  101700 , cost =  0.0901083499193
--> train minibatch error =  0.12
-->  2 44550 chunk_12_50000.pkl
training @ iter =  101800 , cost =  0.00111475738231
training @ iter =  101900 , cost =  0.00458614574745
iter  101999  validation
epoch 5, iter 102000, validation error 0.824000 %
epoch 5, iter 102000, train minibatch error 0.000000 %
epoch 5, iter 102000, train buffer error 1.000000 %
training @ iter =  102000 , cost =  0.139546692371
training @ iter =  102100 , cost =  0.0211299154907
training @ iter =  102200 , cost =  0.112411133945
training @ iter =  102300 , cost =  0.0514583699405
training @ iter =  102400 , cost =  0.10033365339
training @ iter =  102500 , cost =  0.00176899170037
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  102600 , cost =  0.00375518132932
training @ iter =  102700 , cost =  0.00520567176864
training @ iter =  102800 , cost =  0.000369963090634
training @ iter =  102900 , cost =  0.0131310783327
training @ iter =  103000 , cost =  0.0108379907906
training @ iter =  103100 , cost =  0.0313063822687
training @ iter =  103200 , cost =  0.0408640019596
training @ iter =  103300 , cost =  0.016554446891
training @ iter =  103400 , cost =  0.00603842688724
training @ iter =  103500 , cost =  0.0833301842213
training @ iter =  103600 , cost =  0.00528230471537
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
training @ iter =  103700 , cost =  0.00597851769999
training @ iter =  103800 , cost =  0.0341657437384
training @ iter =  103900 , cost =  0.00386860780418
iter  103999  validation
epoch 5, iter 104000, validation error 0.827000 %
epoch 5, iter 104000, train minibatch error 0.000000 %
epoch 5, iter 104000, train buffer error 0.700000 %
training @ iter =  104000 , cost =  0.0184998735785
training @ iter =  104100 , cost =  0.0031318643596
training @ iter =  104200 , cost =  0.000766731332988
training @ iter =  104300 , cost =  0.00580685865134
training @ iter =  104400 , cost =  0.069087177515
training @ iter =  104500 , cost =  0.147086903453
training @ iter =  104600 , cost =  0.00207008863799
training @ iter =  104700 , cost =  0.00791240576655
training @ iter =  104800 , cost =  0.0693645179272
training @ iter =  104900 , cost =  0.108774699271
training @ iter =  105000 , cost =  0.0190911255777
training @ iter =  105100 , cost =  0.0242851860821
training @ iter =  105200 , cost =  0.0626413226128
training @ iter =  105300 , cost =  0.0272902920842
training @ iter =  105400 , cost =  0.0143224336207
training @ iter =  105500 , cost =  0.0247228480875
training @ iter =  105600 , cost =  0.00798493530601
training @ iter =  105700 , cost =  0.0166905596852
training @ iter =  105800 , cost =  0.000756487599574
training @ iter =  105900 , cost =  0.00289968284778
iter  105999  validation
epoch 5, iter 106000, validation error 0.805000 %
epoch 5, iter 106000, train minibatch error 2.000000 %
epoch 5, iter 106000, train buffer error 0.400000 %
patience =  205999 0.99 211998
training @ iter =  106000 , cost =  0.00219596829265
training @ iter =  106100 , cost =  0.00776143930852
training @ iter =  106200 , cost =  0.0356879718602
training @ iter =  106300 , cost =  0.000235667466768
training @ iter =  106400 , cost =  0.0404802113771
training @ iter =  106500 , cost =  0.00446422491223
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  106600 , cost =  0.00815290026367
training @ iter =  106700 , cost =  0.00439537269995
training @ iter =  106800 , cost =  0.0144766392186
training @ iter =  106900 , cost =  0.00531111005694
--> train minibatch error =  0.18
-->  8 4750 chunk_18_50000.pkl
training @ iter =  107000 , cost =  0.00726321991533
training @ iter =  107100 , cost =  0.0100742504001
training @ iter =  107200 , cost =  0.0157584920526
--> train minibatch error =  0.12
-->  8 16700 chunk_18_50000.pkl
training @ iter =  107300 , cost =  0.00219450821169
training @ iter =  107400 , cost =  0.0553391613066
--> train minibatch error =  0.28
-->  8 30350 chunk_18_50000.pkl
training @ iter =  107500 , cost =  0.175318568945
--> train minibatch error =  0.12
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.16
-->  8 33600 chunk_18_50000.pkl
training @ iter =  107600 , cost =  0.0300493426621
training @ iter =  107700 , cost =  0.00200686138123
training @ iter =  107800 , cost =  0.0353964529932
training @ iter =  107900 , cost =  0.0727496221662
iter  107999  validation
epoch 5, iter 108000, validation error 0.823000 %
epoch 5, iter 108000, train minibatch error 4.000000 %
epoch 5, iter 108000, train buffer error 0.700000 %
training @ iter =  108000 , cost =  0.100148163736
training @ iter =  108100 , cost =  0.0346872098744
training @ iter =  108200 , cost =  0.0136659266427
training @ iter =  108300 , cost =  0.0195587947965
training @ iter =  108400 , cost =  0.00612092250958
--> train minibatch error =  0.14
-->  9 29850 chunk_19_50000.pkl
training @ iter =  108500 , cost =  0.00340797286481
training @ iter =  108600 , cost =  0.00536641059443
training @ iter =  108700 , cost =  0.0546910278499
training @ iter =  108800 , cost =  0.00153716211207
training @ iter =  108900 , cost =  0.144079253078
training @ iter =  109000 , cost =  0.00472102453932
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  109100 , cost =  0.00735347438604
training @ iter =  109200 , cost =  0.0107412291691
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  109300 , cost =  0.00416554883122
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
training @ iter =  109400 , cost =  0.050762783736
training @ iter =  109500 , cost =  0.0619853883982
training @ iter =  109600 , cost =  0.0023049749434
training @ iter =  109700 , cost =  0.00674472283572
training @ iter =  109800 , cost =  0.0689331740141
training @ iter =  109900 , cost =  0.00128107692581
iter  109999  validation
epoch 5, iter 110000, validation error 0.854000 %
epoch 5, iter 110000, train minibatch error 2.000000 %
epoch 5, iter 110000, train buffer error 0.400000 %
training @ iter =  110000 , cost =  0.109367236495
training @ iter =  110100 , cost =  0.0137113146484
training @ iter =  110200 , cost =  0.00102330860682
training @ iter =  110300 , cost =  0.0243656393141
training @ iter =  110400 , cost =  0.001066755387
training @ iter =  110500 , cost =  0.0134446406737
